stage,family,backend,split,seed,frac,corrupt_rate,n_train,n_test,epochs,seconds,macro_rmse,macro_nrmse,macro_r2,rmse_normal_only,rmse_sigma_rr,rmse_sigma_tt,rmse_sigma_zz,rmse_tau_rz,nrmse_sigma_rr,nrmse_sigma_tt,nrmse_sigma_zz,nrmse_tau_rz,r2_sigma_rr,r2_sigma_tt,r2_sigma_zz,r2_tau_rz,eq_res_median,bc_sigma_rr,bc_tau_rz,lambda_physics,lambda_bc,learning_rate,n_units,n_layers,eq_r_reduced,eq_z_full,eq_z_reduced,phys_gain,macro_nrmse_global,macro_r2_global,r2_normal_only,r2_normal_only_global,nrmse_sigma_rr_global,nrmse_sigma_tt_global,nrmse_sigma_zz_global,nrmse_tau_rz_global,error
main,pinn,torch,extrap:alpha_max,0,,,1461,387,800,345.7,22.486124215122047,0.9865335091004837,-1.3127578569689176,29.227043426367544,9.951506340300277,15.659302146407356,62.070321792395006,2.263366581385554,0.26908017581862226,0.2429734139092208,0.44756455404436896,2.9865158926297224,0.9275958589814154,0.9409639201332967,0.7996859699630622,-7.919277176953445,1570.7531727843975,1.6948608807430667,0.2119330645736195,0.3,0.5,0.003,96,3,,,,0.20437,0.6552134781938779,0.1627934502894427,0.8894152496925914,0.9079108054851027,0.2241333917671829,0.22507138992775017,0.41877759691227634,1.752871534168302,
main,pinn,torch,extrap:alpha_max,1,,,1461,387,800,336.6,25.229267354496443,1.0022612421665855,-1.3268567563622027,32.88523545129184,9.17972627079312,15.86693422508503,73.60904585799739,2.2613630641102374,0.2482119062627564,0.24619508206031124,0.5307657320233609,2.983872248319914,0.9383908495894053,0.9393879815693148,0.7182877377097018,-7.903493594317233,1680.2224772202417,1.4850982927555803,0.43461125973079834,0.3,0.5,0.003,96,3,,,,0.17658,0.6706884676682345,0.1478711318179936,0.8653555229561407,0.8862019775325192,0.20675092937790288,0.22805568897917972,0.4966273485502461,1.7513199037656093,
main,vpinn,torch,extrap:alpha_max,0,,,1461,387,800,259.5,19.630670480940335,0.7402050421329662,-0.15289217672715993,25.647607613199572,9.696812403347494,15.545558399216436,51.70045203703479,1.5798590841626152,0.2621934707318098,0.24120853918444607,0.37279152244837954,2.084626636167229,0.9312545839056038,0.9418184406245037,0.8610264807906174,-3.3456682122293646,2699.6255002237067,1.048800826114884,0.3534624048975218,0.3,0.5,0.003,96,3,,,,5.40788,0.5035436088486233,0.5709223757070726,0.9113665017735749,0.926902569103051,0.2183970324664218,0.22343654930480936,0.34881390071995017,1.2235269529033117,
main,pinn,torch,extrap:alpha_max,2,,,1461,387,800,331.7,24.884424997232813,1.1529505626684198,-2.2673991190510296,32.280106084499856,10.656510054211001,17.21993457139786,68.9638736278907,2.6973817354316836,0.28814287012889445,0.26718855355031684,0.49727123130882284,3.5591995956856453,0.9169736863938786,0.9286102768516873,0.7527213225126037,-11.667901761962288,1850.1123600456235,2.5946840539380847,0.1959996606590947,0.3,0.5,0.003,96,3,,,,0.1344,0.7604493538010113,-0.17481486186827222,0.8661017619193899,0.8882149011768843,0.24001187972707733,0.2475023837086266,0.4652871845621474,2.088995967206194,
main,pinn,torch,extrap:alpha_max,4,,,1461,387,800,320.3,24.147535891392216,0.7821871143440335,-0.1734233162570995,31.673247504643324,11.929752125639565,16.242282333444315,66.84770805484608,1.5704010516388973,0.32257024109405497,0.25201907156123204,0.4820123978819304,2.072146746838917,0.8959484395605176,0.9364863875694126,0.7676640482881083,-3.2937921404464365,1514.2741160859919,1.4560031002787226,0.3874492524327123,0.3,0.5,0.003,96,3,,,,0.17105,0.5423377644752421,0.5476874496396695,0.8666996251393462,0.8899658220699701,0.2686885497960377,0.23345057309759862,0.4510097858350685,1.2162021491722632,
main,pinn,torch,extrap:alpha_max,3,,,1461,387,800,352.8,24.637670693947523,1.038005365820731,-1.4545799595179694,32.07533751207171,11.400703177925855,19.830921763763026,64.99438759452626,2.3246702395749557,0.30826521238790167,0.30770124472077,0.4686488366602134,3.0674061695140398,0.9049725588314367,0.9053199439972859,0.7803682678970254,-8.408980608797625,1834.3584777873311,1.5747238974296944,0.2636226171492124,0.3,0.5,0.003,96,3,,,,0.12938,0.6951643157041082,0.10482098962631581,0.8635535902419159,0.8868460461067439,0.2567730134935853,0.28503014267098914,0.4385057570775411,1.8003483495743173,
main,vpinn,torch,extrap:alpha_max,1,,,1461,387,800,259.1,17.972124188801562,0.6525166717570892,0.16611934884821278,23.518567451996276,9.975622564918371,17.444917735753748,43.13516205531671,1.3327943992174194,0.2697322577988185,0.2706794452263671,0.3110306022496696,1.7586243817535014,0.9272445091027478,0.9267326379319439,0.9032599644642064,-2.092759716106047,2475.2202338478446,2.5243462382410606,0.11819551789108765,0.3,0.5,0.003,96,3,,,,4.97563,0.449656230464518,0.6841365679400208,0.9190790371662994,0.9339853646352845,0.2246765508664625,0.2507360701806346,0.29102538840326075,1.0321869124077143,
main,vpinn,torch,extrap:alpha_max,3,,,1461,387,800,228.7,22.52918819546578,0.7885011171137026,-0.19440590025257687,29.50890286946111,12.59227204676514,20.21775187714201,55.716684684476185,1.5900441734797959,0.34048421017207,0.3137033917112185,0.40175098845215945,2.0980658781193626,0.8840705026234954,0.9015901820288748,0.8385961432777105,-3.4018804289403883,3061.305463512637,2.047409048854087,0.22658766571139252,0.3,0.5,0.003,96,3,,,,3.86335,0.5453814498432027,0.5443578320700713,0.8747522759766936,0.8979379357217369,0.2836101940132408,0.29059005782366354,0.3759107194276342,1.2314148281082722,
main,vpinn,torch,extrap:alpha_max,2,,,1461,387,800,283.3,24.47527479838232,0.9204420250621486,-0.84022297208119,31.966735382416875,9.620909324758978,19.182101413834758,67.09719540865689,2.0008930462786503,0.26014111674304113,0.29763399562103826,0.4838113525678996,2.640181635316615,0.9323265993796798,0.911414004650653,0.7659265751264162,-5.970559067481509,2845.1352925897677,2.316893825347492,0.259124901541655,0.3,0.5,0.003,96,3,,,,7.1198,0.6236708080295437,0.31771208735986955,0.8698890597189163,0.8907008324016991,0.2166875008771467,0.27570463783006827,0.4526930333432471,1.5495980600677128,
main,vpinn,torch,extrap:alpha_max,4,,,1461,387,800,257.9,20.17348398494,0.7419596138199356,-0.12705725779567612,26.37888747538189,10.31672694003659,16.594133399445354,52.22580208666373,1.5572735136143216,0.27895542684385194,0.2574784754283121,0.37657961398535894,2.0548249390222195,0.9221838698343602,0.93370483469111,0.858187794330636,-3.2223055300388106,2871.026285047934,2.062759729186321,0.27054089748440174,0.3,0.5,0.003,96,3,,,,2.68676,0.5073151647246873,0.5776113292885201,0.9046921662853687,0.9216556361540166,0.23235909438575494,0.23850773386581223,0.3523583455523323,1.2060354850948498,
main,pinn,torch,matched:alpha_max,3,,,1461,387,422,180.9,13.238064301004917,0.3128077807369788,0.8461408600422033,17.312074415260735,5.663631611635269,11.928518754953535,34.344072879193405,1.0160339582374596,0.12849267004053588,0.17329562234214752,0.23164326262641885,0.7177995679388128,0.9834896337458532,0.9699686272770469,0.9463413988797872,0.48476378026612577,1056.2377718755674,0.7544077870886473,0.04651637992000343,0.3,0.5,0.003,96,3,,,,0.128,0.32939811991545614,0.820369291088089,0.9665998866342291,0.9668809239863202,0.12755947887959102,0.17144878302080546,0.2317134484437436,0.7868707693176845,
main,pinn,torch,matched:alpha_max,0,,,1461,387,800,331.9,10.803836860264022,0.24930066547454519,0.9066684627594532,14.144658531067973,4.943616186329843,10.299752830072835,27.19060657680124,0.7813718478521733,0.11215744366779626,0.14963317016344163,0.1833946964414177,0.5520173516255251,0.9874207078299045,0.9776099143868379,0.9663663853171598,0.6952768435039108,942.2448482093803,0.4909339671540176,0.06371937986818367,0.3,0.5,0.003,96,3,,,,0.19873,0.2619919000375138,0.8914609634670292,0.977132335844634,0.9773444543025311,0.11134288875947393,0.14803850540099714,0.18345026337877143,0.6051359426108128,
main,pinn,torch,matched:alpha_max,1,,,1461,387,800,316.1,10.932890036859593,0.2592345216887305,0.8964009029443951,14.300345655084712,5.012448123569459,10.397888907276846,27.49069993440783,0.8305231821842374,0.11371905642908726,0.15105887547712307,0.18541876052645,0.5867413943222616,0.9870679762048775,0.9771812161395864,0.9656198832448345,0.655734536188282,980.6204528160699,0.8447742075334103,0.04793682302880893,0.3,0.5,0.003,96,3,,,,0.17503,0.2727546173298291,0.8792027983321362,0.9766230251964328,0.9768397240482168,0.11289316014833338,0.14944901674383057,0.18547494073694842,0.643201351690204,
